city_prefix;city_val;district_prefix;district_val;street;street_prefix;street_val
tinh;Hậu Giang;huyen;Phụng Hiệp;Tỉnh lộ 927;tinh lo;927
tinh;Hậu Giang;huyen;Phụng Hiệp;Tỉnh lộ 928;tinh lo;928
tinh;Bến Tre;huyen;Châu Thành;Quốc lộ 57B;quoc lo;57B
tinh;Bến Tre;huyen;Châu Thành;Tỉnh lộ 883;tinh lo;883
tinh;Bến Tre;huyen;Chợ Lách;Tỉnh lộ 747;tinh lo;747
tinh;Bến Tre;huyen;Chợ Lách;Tỉnh lộ 884;tinh lo;884
tinh;Bến Tre;huyen;Giồng Trôm;Tỉnh lộ 173;tinh lo;173
tinh;Bến Tre;huyen;Giồng Trôm;Tỉnh lộ 885;tinh lo;885
tinh;Bến Tre;huyen;Giồng Trôm;Tỉnh lộ 886;tinh lo;886
tinh;Bến Tre;huyen;Giồng Trôm;Tỉnh Lộ 887;tinh lo;887
tinh;Bến Tre;huyen;Mỏ Cày Bắc;Tỉnh lộ 882;tinh lo;882
tinh;Quảng Nam;huyen;Điện Bàn;Tỉnh lộ 607;tinh lo;607
tinh;Quảng Nam;huyen;Phú Ninh;Quốc Lộ 40B;quoc lo;40B
tinh;Quảng Nam;thanh pho;Tam Kỳ;Tỉnh lộ 616;tinh lo;616
tinh;Quảng Nam;huyen;Thăng Bình;Quốc Lộ 14E;quoc lo;14E
tinh;Quảng Bình;huyen;Minh Hóa;Quốc Lộ 12A;quoc lo;12A
tinh;Hải Dương;huyen;Bình Giang;Quốc lộ 392;quoc lo;392
tinh;Hải Dương;thi xa;Chí Linh;Quốc lộ 18A;quoc lo;18A
tinh;Hải Dương;thanh pho;Hải Dương;Tỉnh Lộ 390;tinh lo;390
tinh;Hải Dương;huyen;Kinh Môn;Tỉnh Lộ 388;tinh lo;388
tinh;Hải Dương;huyen;Nam Sách;Quốc Lộ 183;quoc lo;183
tinh;Hải Dương;huyen;Tứ Kỳ;Quốc lộ 391;quoc lo;391
tinh;Lai Châu;huyen;Phong Thổ;Quốc lộ 100;quoc lo;100
tinh;Lai Châu;huyen;Phong Thổ;Tỉnh lộ 132;tinh lo;132
tinh;Lai Châu;huyen;Sìn Hồ;Tỉnh lộ 128;tinh lo;128
tinh;Sóc Trăng;huyen;Mỹ Tú;Tỉnh lộ 938;tinh lo;938
tinh;Sóc Trăng;huyen;Mỹ Tú;Tỉnh lộ 939;tinh lo;939
tinh;Sóc Trăng;huyen;Thạnh Trị;Tỉnh lộ 937;tinh lo;937
tinh;Sóc Trăng;huyen;Thạnh Trị;Tỉnh lộ 940;tinh lo;940
tinh;Sóc Trăng;huyen;Trần Đề;Tỉnh lộ 934;tinh lo;934
tinh;Sóc Trăng;huyen;Vĩnh Châu;Tỉnh lộ 935;tinh lo;935
tinh;Ninh Thuận;huyen;Ninh Hải;Tỉnh lộ 705;tinh lo;705
tinh;Ninh Thuận;huyen;Ninh Sơn;Quốc lộ 27A;quoc lo;27A
tinh;Ninh Thuận;thanh pho;Phan Rang Tháp Chàm;Tỉnh lộ 702;tinh lo;702
tinh;Ninh Thuận;thanh pho;Phan Rang Tháp Chàm;Tỉnh Lộ 704;tinh lo;704
tinh;Phú Yên;huyen;Sông Hinh;Quốc lộ 19C;quoc lo;19C
tinh;Vĩnh Long;quan;Bình Tân;Tỉnh lộ 908;tinh lo;908
tinh;Vĩnh Long;huyen;Long Hồ;Tỉnh lộ 909;tinh lo;909
tinh;Vĩnh Long;huyen;Mang Thít;Tỉnh lộ 902;tinh lo;902
tinh;Vĩnh Long;huyen;Mang Thít;Tỉnh lộ 903;tinh lo;903
tinh;Vĩnh Long;huyen;Tam Bình;Tỉnh lộ 904;tinh lo;904
tinh;Vĩnh Long;huyen;Tam Bình;Tỉnh Lộ 905;tinh lo;905
tinh;Vĩnh Long;thanh pho;Vĩnh Long;Quốc lộ 80B;quoc lo;80B
tinh;Vĩnh Long;huyen;Vũng Liêm;Tỉnh lộ 907;tinh lo;907
tinh;Nghệ An;huyen;Diễn Châu;Quốc Lộ 48A;quoc lo;48A
tinh;Nghệ An;huyen;Đô Lương;Quốc lộ 15A;quoc lo;15A
tinh;Nghệ An;thi xa;Hoàng Mai;Quốc Lộ 48W;quoc lo;48W
tinh;Nghệ An;huyen;Hưng Nguyên;Tỉnh lộ 547;tinh lo;547
tinh;Nghệ An;huyen;Hưng Nguyên;Tỉnh Lộ 558;tinh lo;558
tinh;Nghệ An;huyen;Quỳnh Lưu;Quốc lộ 48B;quoc lo;48B
tinh;Nghệ An;huyen;Tân Kỳ;Quốc lộ 48E;quoc lo;48E
tinh;Nghệ An;huyen;Yên Thành;Tỉnh Lộ 538;tinh lo;538
tinh;Trà Vinh;huyen;Cầu Kè;Tỉnh lộ 901;tinh lo;901
tinh;Trà Vinh;huyen;Cầu Kè;Tỉnh lộ 911;tinh lo;911
tinh;Trà Vinh;huyen;Duyên Hải;Tỉnh lộ 913;tinh lo;913
tinh;Trà Vinh;huyen;Tiểu Cần;Tỉnh lộ 912;tinh lo;912
tinh;Trà Vinh;huyen;Trà Cú;Tỉnh lộ 914;tinh lo;914
tinh;Thừa Thiên Huế;thanh pho;Huế;Quốc lộ 49B;quoc lo;49B
tinh;Thừa Thiên Huế;huyen;Phong Điền;Tỉnh Lộ 11B;tinh lo;11B
thanh pho;Đà Nẵng;huyen;Hòa Vang;Quốc lộ 14G;quoc lo;14G
thanh pho;Đà Nẵng;huyen;Hòa Vang;Quốc Lộ 604;quoc lo;604
tinh;Điện Biên;thi xa;Mường Lay;Tỉnh lộ 127;tinh lo;127
tinh;Hòa Bình;thanh pho;Hòa Bình;Tỉnh Lộ 437;tinh lo;437
tinh;Hòa Bình;huyen;Kỳ Sơn;Tỉnh Lộ 446;tinh lo;446
tinh;Hòa Bình;huyen;Lương Sơn;Quốc lộ 21A;quoc lo;21A
tinh;Bắc Kạn;thi xa;Bắc Kạn;Tỉnh lộ 267;tinh lo;267
tinh;Bắc Kạn;huyen;Bạch Thông;Tỉnh lộ 258;tinh lo;258
tinh;Bắc Kạn;huyen;Chợ Đồn;Tỉnh lộ 254;tinh lo;254
tinh;Bắc Kạn;huyen;Chợ Đồn;Tỉnh Lộ 257;tinh lo;257
tinh;Lâm Đồng;huyen;Đạ Huoai;Tỉnh lộ 721;tinh lo;721
tinh;Lâm Đồng;thanh pho;Đà Lạt;Tỉnh lộ 722;tinh lo;722
tinh;Lâm Đồng;huyen;Lạc Dương;Quốc Lộ 723;quoc lo;723
tinh;Lâm Đồng;huyen;Lạc Dương;Tỉnh lộ 723;tinh lo;723
tinh;Lâm Đồng;huyen;Lâm Hà;Tỉnh lộ 725;tinh lo;725
tinh;Ninh Bình;thanh pho;Ninh Bình;Quốc Lộ 10A;quoc lo;10A
tinh;Ninh Bình;thanh pho;Ninh Bình;Quốc Lộ 12B;quoc lo;12B
tinh;Ninh Bình;huyen;Yên Mô;Tỉnh Lộ 480;tinh lo;480
tinh;Sơn La;huyen;Phù Yên;Quốc lộ 32B;quoc lo;32B
tinh;Sơn La;huyen;Sốp Cộp;Tỉnh lộ 105;tinh lo;105
tinh;Sơn La;huyen;Yên Châu;Tỉnh lộ 103;tinh lo;103
tinh;Sơn La;huyen;Yên Châu;Tỉnh lộ 104;tinh lo;104
tinh;Bà Rịa Vũng Tàu;thi xa;Bà Rịa;Quốc Lộ 51A;quoc lo;51A
tinh;Bà Rịa Vũng Tàu;huyen;Châu Đức;Quốc lộ 65B;quoc lo;65B
tinh;Bà Rịa Vũng Tàu;huyen;Châu Đức;Quốc lộ 56B;quoc lo;56B
tinh;Bà Rịa Vũng Tàu;huyen;Đất Đỏ;Tỉnh Lộ 765;tinh lo;765
tinh;Bà Rịa Vũng Tàu;huyen;Long Điền;Quốc Lộ 44B;quoc lo;44B
tinh;Bà Rịa Vũng Tàu;huyen;Long Điền;Tỉnh lộ 44B;tinh lo;44B
tinh;Bà Rịa Vũng Tàu;thi xa;Phú Mỹ;Quốc Lộ 22M;quoc lo;22M
tinh;Bà Rịa Vũng Tàu;thi xa;Phú Mỹ;Quốc Lộ 44A;quoc lo;44A
tinh;Bà Rịa Vũng Tàu;thanh pho;Vũng Tàu;Quốc lộ 51B;quoc lo;51B
tinh;Bà Rịa Vũng Tàu;thanh pho;Vũng Tàu;Quốc lộ 51C;quoc lo;51C
tinh;Bà Rịa Vũng Tàu;thanh pho;Vũng Tàu;Tỉnh lộ 44A;tinh lo;44A
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Quốc Lộ 328;quoc lo;328
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Quốc Lộ 329;quoc lo;329
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Tỉnh lộ 328;tinh lo;328
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Tỉnh Lộ 329;tinh lo;329
tinh;Bắc Ninh;thanh pho;Bắc Ninh;Tỉnh Lộ 278;tinh lo;278
tinh;Bắc Ninh;huyen;Gia Bình;Quốc lộ 228;quoc lo;228
tinh;Bắc Ninh;huyen;Lương Tài;Tỉnh lộ 281;tinh lo;281
tinh;Bắc Ninh;huyen;Quế Võ;Tỉnh lộ 291;tinh lo;291
tinh;Bắc Ninh;huyen;Thuận Thành;Quốc lộ 281;quoc lo;281
tinh;Bắc Ninh;huyen;Thuận Thành;Quốc Lộ 282;quoc lo;282
tinh;Bắc Ninh;huyen;Thuận Thành;Tỉnh lộ 280;tinh lo;280
tinh;Bắc Ninh;huyen;Thuận Thành;Tỉnh lộ 282;tinh lo;282
tinh;Bắc Ninh;huyen;Thuận Thành;Tỉnh Lộ 283;tinh lo;283
tinh;Bắc Ninh;huyen;Tiên Du;Tỉnh lộ 270;tinh lo;270
tinh;Bắc Ninh;huyen;Yên Phong;Tỉnh lộ 271;tinh lo;271
tinh;Bắc Ninh;huyen;Yên Phong;Tỉnh Lộ 277;tinh lo;277
tinh;Bắc Ninh;huyen;Yên Phong;Tỉnh lộ 286;tinh lo;286
tinh;Khánh Hòa;thanh pho;Cam Ranh;Quốc lộ 27B;quoc lo;27B
tinh;Khánh Hòa;huyen;Khánh Sơn;Tỉnh lộ 654;tinh lo;654
tinh;Khánh Hòa;huyen;Khánh Vĩnh;Quốc lộ 27C;quoc lo;27C
tinh;Khánh Hòa;huyen;Khánh Vĩnh;Tỉnh lộ 652;tinh lo;652
tinh;Khánh Hòa;thanh pho;Nha Trang;Tỉnh lộ 657;tinh lo;657
tinh;Khánh Hòa;thi xa;Ninh Hòa;Tỉnh Lộ 26B;tinh lo;26B
tinh;Khánh Hòa;huyen;Vạn Ninh;Tỉnh Lộ 651;tinh lo;651
tinh;Bắc Giang;huyen;Hiệp Hòa;Quốc Lộ 296;quoc lo;296
tinh;Bắc Giang;huyen;Hiệp Hòa;Tỉnh lộ 276;tinh lo;276
tinh;Bắc Giang;huyen;Hiệp Hòa;Tỉnh Lộ 288;tinh lo;288
tinh;Bắc Giang;huyen;Hiệp Hòa;Tỉnh lộ 296;tinh lo;296
tinh;Bắc Giang;huyen;Lạng Giang;Tỉnh Lộ 292;tinh lo;292
tinh;Bắc Giang;huyen;Lục Ngạn;Tỉnh lộ 285;tinh lo;285
tinh;Bắc Giang;huyen;Sơn Động;Tỉnh lộ 293;tinh lo;293
tinh;Bắc Giang;huyen;Sơn Động;Tỉnh lộ 330;tinh lo;330
tinh;Bắc Giang;huyen;Việt Yên;Tỉnh lộ 284;tinh lo;284
tinh;Bắc Giang;huyen;Yên Dũng;Tỉnh Lộ 298;tinh lo;298
tinh;Bắc Giang;huyen;Yên Dũng;Tỉnh lộ 299;tinh lo;299
tinh;Bắc Giang;huyen;Yên Dũng;Tỉnh Lộ 398;tinh lo;398
tinh;Bắc Giang;huyen;Yên Thế;Tỉnh lộ 242;tinh lo;242
tinh;Bắc Giang;huyen;Yên Thế;Tỉnh lộ 265;tinh lo;265
tinh;Bắc Giang;huyen;Yên Thế;Tỉnh lộ 287;tinh lo;287
tinh;Bắc Giang;huyen;Yên Thế;Tỉnh Lộ 294;tinh lo;294
tinh;Bắc Giang;huyen;Yên Thế;Tỉnh lộ 295;tinh lo;295
tinh;An Giang;huyen;An Phú;Tỉnh lộ 956;tinh lo;956
tinh;An Giang;huyen;An Phú;Tỉnh lộ 957;tinh lo;957
tinh;An Giang;huyen;Chợ Mới;Tỉnh lộ 942;tinh lo;942
tinh;An Giang;huyen;Chợ Mới;Tỉnh Lộ 946;tinh lo;946
tinh;An Giang;thanh pho;Long Xuyên;Tỉnh lộ 944;tinh lo;944
tinh;An Giang;thi xa;Tân Châu;Tỉnh lộ 841;tinh lo;841
tinh;An Giang;thi xa;Tân Châu;Tỉnh lộ 952;tinh lo;952
tinh;An Giang;thi xa;Tân Châu;Tỉnh lộ 953;tinh lo;953
tinh;An Giang;thi xa;Tân Châu;Tỉnh lộ 954;tinh lo;954
tinh;An Giang;huyen;Thoại Sơn;Quốc Lộ 943;quoc lo;943
tinh;An Giang;huyen;Tri Tôn;Tỉnh lộ 941;tinh lo;941
tinh;An Giang;huyen;Tri Tôn;Tỉnh lộ 943;tinh lo;943
tinh;An Giang;huyen;Tri Tôn;Tỉnh lộ 948;tinh lo;948
tinh;Đắk Lắk;huyen;Cư Kuin;Tỉnh lộ 690;tinh lo;690
tinh;Đắk Lắk;huyen;Ea Kar;Tỉnh Lộ 683;tinh lo;683
tinh;Đắk Lắk;huyen;Krông Ana;Tỉnh lộ 680;tinh lo;680
tinh;Đắk Lắk;huyen;Krông Ana;Tỉnh lộ 682;tinh lo;682
tinh;Đắk Lắk;huyen;M'Đrăk;Tỉnh lộ 693;tinh lo;693
tinh;Quảng Ngãi;huyen;Bình Sơn;Tỉnh lộ 621;tinh lo;621
tinh;Quảng Ngãi;huyen;Bình Sơn;Tỉnh Lộ 624;tinh lo;624
tinh;Quảng Ngãi;huyen;Mộ Đức;Quốc lộ 24A;quoc lo;24A
tinh;Quảng Ngãi;huyen;Nghĩa Hành;Tỉnh lộ 628;tinh lo;628
tinh;Quảng Ngãi;thanh pho;Quảng Ngãi;Quốc Lộ 24A;quoc lo;24A
tinh;Quảng Ngãi;huyen;Sơn Tịnh;Quốc Lộ 24B;quoc lo;24B
tinh;Quảng Ngãi;huyen;Tư Nghĩa;Tỉnh lộ 623;tinh lo;623
tinh;Nam Định;huyen;Nam Trực;Quốc lộ 21B;quoc lo;21B
tinh;Nam Định;huyen;Nghĩa Hưng;Quốc Lộ 37B;quoc lo;37B
tinh;Nam Định;huyen;Nghĩa Hưng;Tỉnh lộ 490;tinh lo;490
tinh;Nam Định;huyen;Vụ Bản;Quốc lộ 38B;quoc lo;38B
tinh;Nam Định;huyen;Xuân Trường;Tỉnh lộ 489;tinh lo;489
tinh;Yên Bái;huyen;Văn Yên;Tỉnh lộ 163;tinh lo;163
thanh pho;Cần Thơ;quan;Cái Răng;Quốc Lộ 91C;quoc lo;91C
thanh pho;Cần Thơ;quan;Cái Răng;Tỉnh Lộ 925;tinh lo;925
thanh pho;Cần Thơ;huyen;Cờ Đỏ;Tỉnh lộ 922;tinh lo;922
thanh pho;Cần Thơ;quan;Ô Môn;Quốc Lộ 91A;quoc lo;91A
thanh pho;Cần Thơ;huyen;Phong Điền;Quốc lộ 61B;quoc lo;61B
thanh pho;Cần Thơ;huyen;Phong Điền;Quốc Lộ 61C;quoc lo;61C
thanh pho;Cần Thơ;huyen;Phong Điền;Tỉnh lộ 918;tinh lo;918
thanh pho;Cần Thơ;huyen;Phong Điền;Tỉnh Lộ 923;tinh lo;923
thanh pho;Cần Thơ;huyen;Phong Điền;Tỉnh lộ 926;tinh lo;926
thanh pho;Cần Thơ;huyen;Phong Điền;Tỉnh lộ 932;tinh lo;932
thanh pho;Cần Thơ;quan;Thốt Nốt;Quốc lộ 91B;quoc lo;91B
thanh pho;Cần Thơ;quan;Thốt Nốt;Tỉnh lộ 921;tinh lo;921
thanh pho;Cần Thơ;huyen;Vĩnh Thạnh;Tỉnh Lộ 919;tinh lo;919
tinh;Kiên Giang;huyen;Giồng Riềng;Tỉnh lộ 933;tinh lo;933
tinh;Kiên Giang;huyen;Giồng Riềng;Tỉnh Lộ 963;tinh lo;963
tinh;Kiên Giang;huyen;Gò Quao;Quốc Lộ 61A;quoc lo;61A
tinh;Kiên Giang;huyen;Phú Quốc;Tỉnh lộ 793;tinh lo;793
tinh;Kiên Giang;huyen;Phú Quốc;Tỉnh lộ 795;tinh lo;795
tinh;Kon Tum;huyen;Ia H'Drai;Quốc lộ 14C;quoc lo;14C
tinh;Kon Tum;huyen;Kon Plông;Tỉnh lộ 676;tinh lo;676
tinh;Kon Tum;thanh pho;KonTum;Quốc Lộ 14B;quoc lo;14B
tinh;Kon Tum;thanh pho;KonTum;Tỉnh lộ 671;tinh lo;671
tinh;Kon Tum;thanh pho;KonTum;Tỉnh lộ 675;tinh lo;675
thanh pho;Hồ Chí Minh;huyen;Bình Chánh;Tỉnh Lộ 10C;tinh lo;10C
thanh pho;Hồ Chí Minh;huyen;Bình Chánh;Tỉnh lộ 825;tinh lo;825
thanh pho;Hồ Chí Minh;huyen;Bình Chánh;Tỉnh lộ 833;tinh lo;833
thanh pho;Hồ Chí Minh;huyen;Bình Chánh;Tỉnh lộ 835;tinh lo;835
thanh pho;Hồ Chí Minh;quan;Bình Tân;Tỉnh lộ 10A;tinh lo;10A
thanh pho;Hồ Chí Minh;quan;Bình Tân;Tỉnh lộ 10B;tinh lo;10B
thanh pho;Hồ Chí Minh;quan;Bình Tân;Tỉnh lộ 10D;tinh lo;10D
thanh pho;Hồ Chí Minh;quan;Bình Tân;Tỉnh lộ 830;tinh lo;830
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Quốc lộ 351;quoc lo;351
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Quốc lộ 822;quoc lo;822
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Tỉnh lộ 107;tinh lo;107
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Tỉnh lộ 181;tinh lo;181
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Tỉnh lộ 822;tinh lo;822
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Tỉnh lộ 823;tinh lo;823
thanh pho;Hồ Chí Minh;huyen;Củ Chi;Tỉnh lộ 826;tinh lo;826
thanh pho;Hồ Chí Minh;huyen;Hóc Môn;Quốc lộ 22A;quoc lo;22A
thanh pho;Hồ Chí Minh;huyen;Hóc Môn;Quốc Lộ 22C;quoc lo;22C
thanh pho;Hồ Chí Minh;huyen;Hóc Môn;Tỉnh lộ 640;tinh lo;640
thanh pho;Hồ Chí Minh;huyen;Hóc Môn;Tỉnh lộ 824;tinh lo;824
thanh pho;Hồ Chí Minh;quan;12;Quốc lộ 22B;quoc lo;22B
thanh pho;Hồ Chí Minh;quan;12;Tỉnh lộ L28;tinh lo;L28
thanh pho;Hồ Chí Minh;quan;2;Tỉnh lộ 25B;tinh lo;25B
thanh pho;Hồ Chí Minh;quan;7;Tỉnh lộ 15B;tinh lo;15B
thanh pho;Hồ Chí Minh;quan;9;Quốc lộ 106;quoc lo;106
thanh pho;Hồ Chí Minh;quan;9;Tỉnh lộ 179;tinh lo;179
thanh pho;Hồ Chí Minh;quan;9;Tỉnh lộ 359;tinh lo;359
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Quốc Lộ 13A;quoc lo;13A
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Tỉnh lộ 743;tinh lo;743
tinh;Tuyên Quang;huyen;Na Hang;Quốc lộ 279;quoc lo;279
tinh;Long An;huyen;Cần Đước;Tỉnh Lộ 23;tinh lo;23
tinh;Long An;huyen;Cần Giuộc;Tỉnh lộ 83;tinh lo;83
thanh pho;Hà Nội;huyen;Ba Vì;Tỉnh lộ 88;tinh lo;88
thanh pho;Hà Nội;huyen;Chương Mỹ;Quốc Lộ 6A;quoc lo;6A
thanh pho;Hà Nội;huyen;Hoài Đức;Quốc Lộ 72;quoc lo;72
thanh pho;Hà Nội;quan;Nam Từ Liêm;Tỉnh Lộ 70;tinh lo;70
thanh pho;Hà Nội;quan;Nam Từ Liêm;Tỉnh lộ 72;tinh lo;72
thanh pho;Hà Nội;huyen;Sóc Sơn;Quốc Lộ 35;quoc lo;35
thanh pho;Hà Nội;huyen;Sóc Sơn;Tỉnh Lộ 35;tinh lo;35
thanh pho;Hà Nội;huyen;Thạch Thất;Tỉnh lộ 84;tinh lo;84
tinh;Lào Cai;thanh pho;Lào Cai;Quốc lộ 4E;quoc lo;4E
tinh;Hà Nam;huyen;Lý Nhân;Quốc Lộ 62;quoc lo;62
tinh;Đồng Nai;huyen;Thống Nhất;Tỉnh lộ 25;tinh lo;25
tinh;Thanh Hóa;huyen;Quảng Xương;Quốc lộ 4C;quoc lo;4C
tinh;Thanh Hóa;huyen;Quảng Xương;Tỉnh lộ 4A;tinh lo;4A
tinh;Thanh Hóa;huyen;Yên Định;Quốc lộ 45;quoc lo;45
tinh;Bạc Liêu;thanh pho;Bạc Liêu;Tỉnh lộ 38;tinh lo;38
tinh;Vĩnh Phúc;thi xa;Phúc Yên;Quốc lộ 23;quoc lo;23
tinh;Vĩnh Phúc;thanh pho;Vĩnh Yên;Quốc Lộ 2A;quoc lo;2A
tinh;Vĩnh Phúc;thanh pho;Vĩnh Yên;Tỉnh Lộ 2B;tinh lo;2B
tinh;Hà Tĩnh;huyen;Nghi Xuân;Quốc lộ 8B;quoc lo;8B
tinh;Hà Tĩnh;huyen;Thạch Hà;Tỉnh Lộ 17;tinh lo;17
tinh;Lạng Sơn;huyen;Văn Lãng;Quốc lộ 4A;quoc lo;4A
tinh;Đồng Tháp;huyen;Thanh Bình;Quốc Lộ 30;quoc lo;30
tinh;Tây Ninh;huyen;Trảng Bàng;Quốc Lộ 19;quoc lo;19
tinh;Tây Ninh;huyen;Trảng Bàng;Quốc lộ N2;quoc lo;N2
tinh;Bình Dương;huyen;Bàu Bàng;Tỉnh lộ 24;tinh lo;24
tinh;Bình Dương;thi xa;Bến Cát;Tỉnh Lộ 7B;tinh lo;7B
tinh;Bình Dương;huyen;Thuận An;Quốc Lộ 43;quoc lo;43
tinh;Hậu Giang;thi xa;Ngã Bảy;Quốc Lộ A1;quoc lo;A1
tinh;Bến Tre;huyen;Mỏ Cày Nam;Tỉnh lộ 60;tinh lo;60
tinh;Hải Dương;thanh pho;Hải Dương;Quốc Lộ 5A;quoc lo;5A
tinh;Hải Dương;huyen;Thanh Miện;Quốc Lộ 39;quoc lo;39
tinh;Hải Dương;huyen;Thanh Miện;Tỉnh lộ 39;tinh lo;39
tinh;Lai Châu;huyen;Tam Đường;Quốc lộ 4D;quoc lo;4D
tinh;Phú Yên;huyen;Sơn Hòa;Quốc lộ 25;quoc lo;25
tinh;Phú Yên;thi xa;Sông Cầu;Quốc lộ 1D;quoc lo;1D
tinh;Vĩnh Long;huyen;Long Hồ;Quốc Lộ 57;quoc lo;57
tinh;Nghệ An;huyen;Diễn Châu;Quốc Lộ 7B;quoc lo;7B
tinh;Nghệ An;huyen;Quỳ Châu;Quốc lộ 48;quoc lo;48
tinh;Nghệ An;huyen;Yên Thành;Quốc lộ 7A;quoc lo;7A
tinh;Trà Vinh;thanh pho;Trà Vinh;Quốc Lộ 53;quoc lo;53
tinh;Trà Vinh;thanh pho;Trà Vinh;Quốc lộ 60;quoc lo;60
tinh;Thừa Thiên Huế;huyen;Phú Vang;Quốc lộ 49;quoc lo;49
tinh;Điện Biên;huyen;Điện Biên;Quốc Lộ 12;quoc lo;12
tinh;Bắc Kạn;huyen;Na Rì;Quốc lộ 3B;quoc lo;3B
tinh;Lâm Đồng;huyen;Đức Trọng;Quốc Lộ 20;quoc lo;20
tinh;Lâm Đồng;huyen;Lạc Dương;Tỉnh Lộ 79;tinh lo;79
tinh;Ninh Bình;huyen;Yên Mô;Quốc lộ 59;quoc lo;59
tinh;Sơn La;thanh pho;Sơn La;Quốc lộ 4G;quoc lo;4G
tinh;Bà Rịa Vũng Tàu;thi xa;Bà Rịa;Tỉnh Lộ 56;tinh lo;56
tinh;Bà Rịa Vũng Tàu;huyen;Đất Đỏ;Tỉnh lộ 52;tinh lo;52
tinh;Bà Rịa Vũng Tàu;huyen;Long Điền;Quốc Lộ 44;quoc lo;44
tinh;Bà Rịa Vũng Tàu;huyen;Long Điền;Tỉnh lộ 36;tinh lo;36
tinh;Bà Rịa Vũng Tàu;huyen;Long Điền;Tỉnh lộ 55;tinh lo;55
tinh;Bà Rịa Vũng Tàu;thi xa;Phú Mỹ;Quốc lộ 56;quoc lo;56
tinh;Bà Rịa Vũng Tàu;thi xa;Phú Mỹ;Quốc Lộ 81;quoc lo;81
tinh;Bà Rịa Vũng Tàu;thi xa;Phú Mỹ;Tỉnh Lộ 81;tinh lo;81
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Quốc lộ 28;quoc lo;28
tinh;Bà Rịa Vũng Tàu;huyen;Xuyên Mộc;Tỉnh lộ 44;tinh lo;44
tinh;Bắc Ninh;huyen;Tiên Du;Quốc Lộ 38;quoc lo;38
tinh;Bắc Ninh;huyen;Yên Phong;Quốc lộ 16;quoc lo;16
tinh;Bắc Ninh;huyen;Yên Phong;Quốc lộ 18;quoc lo;18
tinh;Khánh Hòa;huyen;Khánh Vĩnh;Tỉnh lộ 8B;tinh lo;8B
tinh;Khánh Hòa;thi xa;Ninh Hòa;Tỉnh lộ 1A;tinh lo;1A
tinh;Khánh Hòa;thi xa;Ninh Hòa;Tỉnh Lộ 1B;tinh lo;1B
tinh;Bắc Giang;huyen;Sơn Động;Quốc lộ 31;quoc lo;31
tinh;Bắc Giang;huyen;Tân Yên;Quốc Lộ 17;quoc lo;17
tinh;Bắc Giang;huyen;Việt Yên;Quốc lộ 34;quoc lo;34
tinh;An Giang;huyen;Châu Phú;Quốc lộ 1B;quoc lo;1B
tinh;Đắk Lắk;huyen;Krông Năng;Quốc Lộ 29;quoc lo;29
tinh;Đắk Lắk;huyen;Lăk;Quốc lộ 27;quoc lo;27
tinh;Đắk Lắk;huyen;M'Đrăk;Quốc Lộ 26;quoc lo;26
tinh;Nam Định;huyen;Trực Ninh;Tỉnh lộ 51;tinh lo;51
tinh;Nam Định;huyen;Xuân Trường;Quốc lộ 21;quoc lo;21
tinh;Yên Bái;huyen;Yên Bình;Quốc lộ 70;quoc lo;70
thanh pho;Cần Thơ;quan;Thốt Nốt;Tỉnh lộ 91;tinh lo;91
tinh;Quảng Trị;thanh pho;Đông Hà;Quốc Lộ 9B;quoc lo;9B
tinh;Kiên Giang;huyen;Giang Thành;Quốc lộ N1;quoc lo;N1
tinh;Kiên Giang;huyen;Giồng Riềng;Tỉnh Lộ 62;tinh lo;62
tinh;Kiên Giang;huyen;Gò Quao;Quốc Lộ 61;quoc lo;61
tinh;Kiên Giang;thi xa;Hà Tiên;Quốc lộ 91;quoc lo;91
tinh;Kiên Giang;thi xa;Hà Tiên;Tỉnh Lộ 28;tinh lo;28
tinh;Kiên Giang;huyen;Phú Quốc;Quốc lộ 47;quoc lo;47
tinh;Kiên Giang;huyen;Phú Quốc;Tỉnh Lộ 45;tinh lo;45
tinh;Kiên Giang;huyen;Phú Quốc;Tỉnh lộ 46;tinh lo;46
tinh;Kiên Giang;huyen;Phú Quốc;Tỉnh Lộ 48;tinh lo;48
tinh;Kiên Giang;huyen;Vĩnh Thuận;Quốc lộ 63;quoc lo;63
tinh;Kon Tum;thanh pho;KonTum;Quốc Lộ 24;quoc lo;24
tinh;Kon Tum;huyen;Ngọc Hồi;Quốc lộ 14;quoc lo;14
thanh pho;Hồ Chí Minh;huyen;Bình Chánh;Quốc Lộ 10;quoc lo;10
